source_type,set_code,question_no,global_no,subject,topic,question_format,difficulty,legal_basis_hint,objective,draft_status,fact_check_status,question_text_draft,scenario_outline,correct_answer_text_draft,correct_rationale_points,choices_summary,sub_statements_summary,explanation_draft,fact_check_sources,fact_check_checklist,notes
original,orig_set01,11,11,標準管理規約,管理費と修繕積立金の使途,single_choice,basic,マンション標準管理規約27条 / マンション標準管理規約28条,通常の管理に要する費用と特別の管理に要する費用を区別できるかを確認する。,drafting,checked,マンション標準管理規約によれば、管理費から支出するのが最も適切なものはどれか。,管理費と修繕積立金の典型的な使途を対比させる。,2,管理費は通常の管理に要する経費に充当する / 修繕積立金は特別の管理に要する経費に限って取り崩す / 経常的な補修費は管理費から支出する,1:長期修繕計画に基づき15年ごとに実施する外壁の大規模修繕工事費 / 2:共用自動ドアのセンサー不良に対応する経常的な補修費 / 3:建替えに係る合意形成のために必要な調査費用 / 4:修繕積立金の管理及び運用に関する費用,,正解は2です。標準管理規約27条では、管理費は通常の管理に要する経費に充当するとされ、その中には経常的な補修費が含まれます。したがって2が正しいです。1の一定年数ごとに計画的に行う修繕、3の建替え等に係る合意形成のための調査、4の修繕積立金の管理及び運用は、いずれも28条に基づく修繕積立金の使途です。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,27条と28条の費目が入れ替わっていないか / 『経常的な補修費』を管理費扱いとしているか / 建替え等合意形成調査費用の扱いが現行条文に合っているか,"MLIT標準管理規約PDFの27条・28条（turn2view1, turn2view2）で確認。"
original,orig_set01,12,12,標準管理規約,理事会の権限,case_based,standard,マンション標準管理規約48条 / マンション標準管理規約58条,総会決議事項と理事会で処理できる事項を区別できるかを確認する。,drafting,checked,マンション標準管理規約によれば、理事会の承認又は決議のみで行うことができるものはどれか。,収支予算成立前の経常支出と総会専属事項を対比させる。,3,収支予算案やその変更は総会承認事項 / 収支予算成立前の一定の経費支出は理事会承認で可能 / 修繕積立金の保管運用方法は総会決議事項,1:毎会計年度の収支予算案を確定すること / 2:修繕積立金の保管及び運用方法を定めること / 3:会計年度開始後、通常総会で予算承認を得る前に、管理員人件費など経常的でやむを得ない支出を承認すること / 4:長期修繕計画を変更すること,,正解は3です。標準管理規約58条3項は、会計年度開始後、通常総会で収支予算案の承認を得るまでの間に、通常の管理に要する経費のうち経常的でやむを得ないものについては、理事会の承認により支出できるとしています。したがって3が正しいです。1の収支予算案、2の修繕積立金の保管運用方法、4の長期修繕計画の変更は、いずれも48条により総会決議事項です。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,48条の総会事項と58条3項の理事会承認事項が混同していないか / 経常的かつやむを得ない支出の例示が27条費目と整合しているか / 『理事会だけで決定できる』と『理事会承認で支出できる』を峻別しているか,"MLIT標準管理規約PDFの48条、58条（turn4view2, turn1view0）ベース。"
original,orig_set01,13,13,標準管理規約,総会出席と代理,combination,standard,マンション標準管理規約45条 / マンション標準管理規約46条,出席資格、意見陳述、代理人資格の範囲を整理できるかを確認する。,drafting,checked,マンション標準管理規約によれば、総会への出席又は議決権行使に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,占有者の意見陳述と代理人資格の範囲を混ぜる。,3,理事会が必要と認めた者は総会に出席できる / 占有者は利害関係があるとき出席して意見を述べることができる / 代理人資格には制限がある,1:アとイ / 2:イとエ / 3:アとウ / 4:ウとエ,ア:理事会が必要と認めた者は、組合員でなくても総会に出席することができる。 / イ:区分所有者の承諾を得て専有部分を占有する者は、会議の目的につき利害関係を有するときでも、総会に出席して意見を述べることはできない。 / ウ:組合員が代理人により議決権を行使しようとする場合、その代理人は標準管理規約に定める一定の者でなければならない。 / エ:組合員は、代理人による議決権行使をする場合、代理人を自由に選任することができる。,正解は3です。アとウが正しいです。アは、標準管理規約45条1項により、理事会が必要と認めた者は総会に出席できます。ウも、46条5項により、代理人となれる者は配偶者、一親等親族、同居親族、他の組合員、国内管理人などに限定されています。イは、利害関係を有する占有者には総会出席と意見陳述が認められるため誤りです。エも、代理人を無制限に選任できるわけではないため誤りです。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,45条1項・2項と46条4項・5項の射程が混ざっていないか / 代理人資格の限定が現行条文に沿っているか / 組合せ問題として正答が一意か,MLIT標準管理規約PDFの45条・46条（turn2view3）で確認。
original,orig_set01,14,14,標準管理規約,専有部分への立入り,single_choice,standard,マンション標準管理規約23条,必要箇所への立入り請求と緊急時の理事長の権限を判定できるかを確認する。,drafting,checked,マンション標準管理規約によれば、専有部分への立入り等に関する次の記述のうち、正しいものはどれか。,水漏れ事故や緊急保存行為を題材にする。,4,管理のため必要な範囲で立入り又は保存行為実施を請求できる / 正当な理由なく拒否してはならない / 緊急時には理事長が自ら立ち入り等を実施できる,1:管理を行うために必要であっても、専有部分への立入りは、当該区分所有者の個別同意がなければ一切請求することができない。 / 2:立入り又は保存行為の実施を請求された者は、理由のいかんを問わずこれを拒否することができない。 / 3:理事長は、災害や事故の場合であっても、当該専有部分の所有者の承諾がない限り、自ら立ち入ることはできない。 / 4:災害、事故等が発生し、緊急に専有部分への立入り又は保存行為の実施をしなければ共用部分等又は他の専有部分に重大な影響を与えるおそれがあるときは、理事長は自ら立ち入り、又は保存行為を実施することができる。,,正解は4です。標準管理規約23条4項は、災害、事故等が発生した場合で、緊急に他の者が管理する専有部分等へ立入り又は保存行為を実施しなければ、共用部分等や他の専有部分に重大な影響を与えるおそれがあるときは、理事長が自ら立ち入り又は保存行為を実施できるとしています。したがって4が正しいです。1は23条1項に反し、2は『正当な理由』がある場合を無視しているので誤りです。3も、緊急時の理事長権限を否定しているため誤りです。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf,23条1項〜4項の関係が崩れていないか / 『正当な理由』の留保を落としていないか / 緊急時の対象が専有部分と専用使用部分の両方に及ぶことを把握しているか,MLIT標準管理規約PDFの23条（turn2view0）に基づく。
original,orig_set01,15,15,標準管理規約,規約改正と特別の影響,case_based,advanced,マンション標準管理規約47条9項 / 区分所有法31条1項,規約の制定・変更・廃止が一部の組合員の権利に特別の影響を及ぼす場合の承諾要否を判定できるかを確認する。,drafting,checked,マンション標準管理規約及び建物の区分所有等に関する法律の考え方によれば、規約改正に当たり、特別の影響を受ける区分所有者の承諾が必要となるものとして最も適切なものはどれか。,管理費負担割合変更、ペット飼育全面禁止、ピアノ演奏時間制限などを対比させる。,1,一部の組合員の権利に特別の影響を及ぼすときは承諾が必要 / 影響の有無は抽象的・一般的な不利益ではなく、特定の組合員への具体的な負担の大きさでみる / 正当な理由がなければ拒否できない,1:専有部分の床面積割合によって算定していた管理費負担を、全住戸均等負担へ改める規約変更を行う場合において、床面積の小さい住戸の区分所有者の負担が大幅に増えるとき / 2:共用部分の清掃時間帯を午前から午後に変更する規約変更を行う場合 / 3:掲示板の掲示方法を紙掲示から電子掲示へ変更する規約変更を行う場合 / 4:理事会の定例開催月を偶数月から毎月へ変更する規約変更を行う場合,,正解は1です。標準管理規約47条9項及び区分所有法31条1項の考え方では、規約の制定、変更又は廃止が一部の組合員の権利に特別の影響を及ぼすときは、その承諾を得なければなりません。管理費負担割合を床面積按分から均等負担へ変更し、特定の小規模住戸所有者の負担が大きく増える場合は、特別の影響が問題となる典型例です。したがって1が最も適切です。2から4は、一般的・抽象的な不便や運用変更にとどまり、ここでいう特別の影響が直ちに認められる類型ではありません。,https://www.mansion-info.mlit.go.jp/wp-content/uploads/2025/10/R7%E6%94%B9%E6%AD%A3%E7%89%88_%E6%A8%99%E6%BA%96%E7%AE%A1%E7%90%86%E8%A6%8F%E7%B4%84%EF%BC%8B%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%88%E5%8D%98%E6%A3%9F%E5%9E%8B%EF%BC%89.pdf / https://www.japaneselawtranslation.go.jp/en/laws/view/4341/en,47条9項（区分所有法31条1項相当）の要件と承諾必要性が一致しているか / 『特別の影響』を一般的不利益と取り違えていないか / 正解肢が具体的かつ相対的な負担増を示しているか,MLIT標準管理規約PDFの47条9項（turn4view2）と区分所有法31条1項の考え方を踏まえた作問。
original,orig_set01,16,16,会計・税務,前受金と預り金,accounting_table,basic,企業会計原則 / 発生主義会計,受け取った金銭のうち、当期収益・前受金・預り金を区別して仕訳できるかを確認する。,drafting,checked,"管理組合の活動における次の取引に関し、3月分の仕訳として最も適切なものはどれか。なお、この管理組合の会計年度は4月1日から翌年3月31日までとし、期中の取引は発生主義により処理するものとする。3月31日に、翌4月分の外部貸し駐車場使用料90,000円と、同駐車場に係る敷金90,000円を現金で受け取った。",翌期収益と預り金を明確に分ける基本仕訳問題。,2,"翌期分使用料は当期収益ではなく前受金 / 敷金は返還義務があるため預り金 / 受取現金合計は180,000円","1:借方 現金 180,000 / 貸方 駐車場使用料収入 180,000 / 2:借方 現金 180,000 / 貸方 前受金 90,000・預り金 90,000 / 3:借方 現金 180,000 / 貸方 駐車場使用料収入 90,000・預り金 90,000 / 4:借方 現金 180,000 / 貸方 前受金 180,000",,"正解は2です。3月31日に受け取った4月分の駐車場使用料90,000円は、当期の収益ではなく翌期の収益なので前受金として処理します。また、敷金90,000円は将来返還する可能性がある金銭であり、収益ではなく預り金です。したがって、借方に現金180,000円、貸方に前受金90,000円と預り金90,000円を計上する2が正しいです。",企業会計原則 / 管理組合会計の発生主義,翌期分使用料を当期収益にしていないか / 敷金を預り金として扱っているか / 仕訳金額の合計が一致しているか,過去問の典型論点を参考にしつつ、金額を単純化した。
original,orig_set01,17,17,会計・税務,未払金と前払費用,accounting_table,standard,企業会計原則 / 発生主義会計,当期費用、翌期費用、未払計上を切り分けて決算仕訳できるかを確認する。,drafting,checked,"管理組合の活動における次の取引に関し、3月31日の仕訳として最も適切なものはどれか。なお、この管理組合の会計年度は4月1日から翌年3月31日までとし、期中の取引は発生主義により処理するものとする。4月20日に到着した請求書の内容は、管理委託費800,000円（翌5月分）、水道光熱費120,000円（3月分）、共用部分修繕費60,000円（3月分）、火災保険料240,000円（翌5月1日から1年分）である。",未払費用と前払費用を同時に問う決算整理仕訳。,3,3月分費用だけを当期計上する / 翌期分管理委託費と翌期開始保険料は当期費用にしない / 3月末時点では未払金計上,"1:借方 管理委託費 800,000・水道光熱費 120,000・修繕費 60,000・損害保険料 240,000 / 貸方 未払金 1,220,000 / 2:借方 水道光熱費 120,000・修繕費 60,000・前払保険料 240,000 / 貸方 未払金 420,000 / 3:借方 水道光熱費 120,000・修繕費 60,000 / 貸方 未払金 180,000 / 4:借方 前払管理委託費 800,000・水道光熱費 120,000・修繕費 60,000・前払保険料 240,000 / 貸方 未払金 1,220,000",,"正解は3です。3月31日時点で当期に発生しているのは、水道光熱費120,000円と修繕費60,000円だけです。翌5月分の管理委託費800,000円と、翌5月1日から始まる保険料240,000円は、3月末時点では当期費用でも前払費用でもありません。したがって、当期に計上すべき仕訳は、借方に水道光熱費120,000円と修繕費60,000円、貸方に未払金180,000円を計上する3です。",企業会計原則 / 管理組合会計の発生主義,翌5月分管理委託費を当期費用にしていないか / 保険期間開始前の保険料を前払計上していないか / 3月分のみ未払計上しているか,保険期間開始前は前払費用にしない前提で整理。
original,orig_set01,18,18,会計・税務,修繕積立金会計と一般会計,combination,standard,管理組合会計実務 / 標準管理規約27条・28条,一般会計で処理する項目と修繕積立金会計で処理する項目を区別できるかを確認する。,drafting,checked,管理組合会計における一般会計と修繕積立金会計の区分に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,経常管理費用と長期修繕関係費用を混ぜる。,1,日常的な管理費用は一般会計 / 計画修繕やその調査費は修繕積立金会計 / 会計区分と資金使途の一致,1:アとウ / 2:アとイ / 3:イとエ / 4:ウとエ,ア:管理員人件費は、一般会計で処理するのが適切である。 / イ:長期修繕計画の作成費用は、一般会計で処理するのが適切である。 / ウ:大規模修繕工事のための設計監理費用は、修繕積立金会計で処理するのが適切である。 / エ:共用部分に係る毎年の火災保険料は、修繕積立金会計で処理するのが適切である。,正解は1です。アとウが適切です。管理員人件費のような通常の管理に要する経費は一般会計で処理します。一方、大規模修繕工事のための設計監理費用は、特別の管理に要する費用として修繕積立金会計で処理するのが適切です。イの長期修繕計画作成費用や、エの毎年の火災保険料の扱いを取り違えないことがポイントです。,マンション標準管理規約27条・28条 / 管理組合会計実務,一般会計と修繕積立金会計の区分が標準管理規約の費目と整合しているか / 長期修繕計画作成費用の扱いを誤っていないか / 組合せ問題として一意に解けるか,実務寄りの会計区分問題。法令というより規約・実務整合重視。
original,orig_set01,19,19,会計・税務,駐車場使用料等の処理,single_choice,standard,発生主義会計 / 管理組合会計実務,未収入金、収益計上、前受金の切り分けを単一の入金事例から判断できるかを確認する。,drafting,checked,"管理組合が外部貸し駐車場3台分について、月額40,000円で使用させている場合に関する次の記述のうち、発生主義による会計処理として最も適切なものはどれか。なお、3月分のうち1台分40,000円が未収であり、4月分3台分120,000円と保証金30,000円を3月31日に普通預金で受け取ったものとする。",未収分、翌期分、保証金を一度に整理させる。,4,"3月分未収40,000円は未収入金 / 4月分120,000円は前受金 / 保証金30,000円は預り金","1:借方 普通預金 150,000 / 貸方 駐車場使用料収入 150,000 / 2:借方 普通預金 150,000 / 貸方 未収入金 40,000・駐車場使用料収入 80,000・前受金 30,000 / 3:借方 普通預金 150,000 / 貸方 駐車場使用料収入 120,000・預り金 30,000 / 4:借方 普通預金 150,000 / 貸方 未収入金 40,000・前受金 120,000・預り金 30,000",,"正解は4です。3月分のうち未収となっていた40,000円は、受領時に未収入金の回収として処理します。3月31日に受け取った4月分3台分120,000円は翌期収益であるため前受金、保証金30,000円は返還義務を伴うため預り金です。したがって、借方普通預金150,000円、貸方未収入金40,000円・前受金120,000円・預り金30,000円とする4が最も適切です。",企業会計原則 / 管理組合会計実務,未収入金の回収と新規収益計上を混同していないか / 翌期分使用料を前受金にしているか / 保証金を預り金としているか,数字の整合を優先した単純化モデル。
original,orig_set01,20,20,会計・税務,貸借対照表と収支報告の読み取り,comparison_table,advanced,企業会計原則 / 管理組合会計実務,貸借対照表の残高と当期収支情報を読み取り、誤った理解を見抜けるかを確認する。,drafting,checked,"次の資料は、ある管理組合の3月31日現在の貸借対照表の一部である。この資料に基づく記述として最も適切なものはどれか。普通預金 3,200,000円、未収入金 80,000円、前払費用 120,000円、未払金 150,000円、前受金 200,000円、預り金 90,000円、修繕積立金 2,500,000円。",勘定残高の意味を問う読み取り問題。,3,前受金は将来収益に対応する負債 / 預り金は返還義務等を伴う負債 / 前払費用は将来費用に対応する資産,"1:前受金200,000円は、既に当期の収益として実現した金額を示している。 / 2:預り金90,000円は、将来返還する必要のない管理費剰余金を示している。 / 3:前払費用120,000円は、将来の期間に対応する費用を当期末時点で資産として計上していることを示す。 / 4:未払金150,000円は、必ず翌期以降の修繕積立金会計に属する支払義務を示す。",,正解は3です。前払費用は、既に支出したが、将来の期間に対応する費用を資産として計上したものです。したがって3が正しいです。1の前受金は、将来の収益に対応する負債であり、当期収益ではありません。2の預り金も、返還義務等を伴う負債であって剰余金ではありません。4の未払金は支払義務を示す負債ですが、必ずしも修繕積立金会計に属するものとは限りません。,企業会計原則 / 管理組合会計実務,前払費用・前受金・預り金の定義が逆転していないか / 貸借対照表項目の意味を会計区分と混同していないか / 数値は説明に必要な範囲にとどめ、計算不要で一意に解けるか,CSV確認向けに表を文章化した読み取り問題。
