record_id,source_kind,source_file,source_question_id,source_exam_code,source_exam_year,source_set_code,source_question_no,source_choice_label,subject,topic,question_type_original,question_type_marubatsu,statement_text,answer_bool,answer_label,explanation_text,legal_basis,rewrite_note,review_status
official_h20_q4_c3,official,管理業務主任者問題確認一覧.csv,h20_q4,h20,平成20年度,,4,3,民法・借地借家法,同時死亡の相続,single_choice,true_false,AとCが同時に死亡した場合には、その住戸は、BとDが相続する。,1,○,この記述は正しいです。同時死亡とされるためAとCは互いに相続せず、Aの持分はBとDが、Cの持分はBが相続する結果、住戸を承継するのはBとDです。,民法32条の2,同時死亡の推定を前提に簡潔にまとめた。,rewritten
official_h20_q4_c4,official,管理業務主任者問題確認一覧.csv,h20_q4,h20,平成20年度,,4,4,民法・借地借家法,死亡時期不明の相続,single_choice,true_false,AとCの死亡の前後が明らかでない場合には、その住戸は、Bのみが相続する。,0,×,この記述は誤りです。死亡の前後が明らかでないときは同時死亡と推定されるため、Dにも相続関係が生じます。,民法32条の2,前後不明は同時死亡推定になる点を示した。,rewritten
official_h20_q5_c1,official,管理業務主任者問題確認一覧.csv,h20_q5,h20,平成20年度,,5,1,民法・借地借家法,借地権付区分所有建物,single_choice,true_false,マンション敷地の賃貸借の存続期間を契約で定める場合には、30年より短い期間を定めることはできず、30年以上の期間としなければならない。,1,○,この記述は正しいです。本問のような普通借地権では、当初の存続期間は30年以上でなければなりません。,借地借家法3条,借地期間の基本ルールに絞った。,rewritten
official_h20_q5_c2,official,管理業務主任者問題確認一覧.csv,h20_q5,h20,平成20年度,,5,2,民法・借地借家法,借地期間満了時の建物買取請求,single_choice,true_false,マンション敷地の賃貸借の存続期間が満了し、契約の更新がないときは、区分所有者は土地所有者に対し、当該マンションを時価で買い取るべきことを請求することができる。,1,○,この記述は正しいです。借地借家法上の建物買取請求権が問題となる場面です。,借地借家法13条,建物買取請求の結論をそのまま使った。,rewritten
official_h20_q5_c3,official,管理業務主任者問題確認一覧.csv,h20_q5,h20,平成20年度,,5,3,民法・借地借家法,敷地利用権の分離処分,single_choice,true_false,区分所有者は、規約に別段の定めがあるときを除き、その有する専有部分とその専有部分に係る賃借権とを分離して処分することができない。,1,○,この記述は正しいです。敷地利用権と専有部分の分離処分は禁止され、規約で別段の定めがある場合だけ例外が認められます。,区分所有法22条1項,区分所有法の基本原則として整理した。,rewritten
official_h20_q5_c4,official,管理業務主任者問題確認一覧.csv,h20_q5,h20,平成20年度,,5,4,民法・借地借家法,借地権譲渡と承諾,single_choice,true_false,区分所有者は、規約に別段の定めがあるときを除き、その有する専有部分に係る賃借権を土地所有者の承諾を得ることなく譲渡することができる。,0,×,この記述は誤りです。借地権の譲渡には、原則として土地所有者の承諾が必要です。,民法・借地借家法,誤りの核を承諾の要否に絞った。,rewritten
official_h20_q6_c1,official,管理業務主任者問題確認一覧.csv,h20_q6,h20,平成20年度,,6,1,区分所有法,専有部分への抵当権,single_choice,true_false,抵当権者が自己の抵当権を専有部分の賃借人や譲受人に対抗するためには、抵当権の登記をしなければならない。,1,○,この記述は正しいです。抵当権を第三者に対抗するには登記が必要です。,民法177条・369条,対抗要件だけを明確にした。,rewritten
official_h20_q6_c2,official,管理業務主任者問題確認一覧.csv,h20_q6,h20,平成20年度,,6,2,区分所有法,共用部分持分への抵当権効力,single_choice,true_false,抵当権の効力は専有部分と共に共用部分の共有持分にも及ぶが、規約に別段の定めがあるときにはその効力は及ばない。,0,×,この記述は誤りです。専有部分に設定された抵当権の効力は、専有部分に従たる共用部分持分にも及び、規約でこれを外すことはできません。,民法370条・区分所有法,規約で外せない点を明確にした。,rewritten
official_h20_q6_c3,official,管理業務主任者問題確認一覧.csv,h20_q6,h20,平成20年度,,6,3,区分所有法,賃料債権への物上代位,single_choice,true_false,専有部分が賃貸されている場合でも、抵当権者はその賃料債権に対して抵当権を行使することはできない。,0,×,この記述は誤りです。抵当権者は、要件を満たせば賃料債権に対して物上代位を行使することができます。,民法372条・304条,全否定を誤りの核にした。,rewritten
official_h20_q6_c4,official,管理業務主任者問題確認一覧.csv,h20_q6,h20,平成20年度,,6,4,区分所有法,抵当権の目的物,single_choice,true_false,抵当権の効力は、その設定時に専有部分内に備え付けられていた家具や家電製品などの独立の動産にも及ぶ。,0,×,この記述は誤りです。独立した動産は、建物に対する抵当権の効力の対象にはなりません。,民法370条,独立動産は別である点に絞った。,rewritten
official_h20_q8_c1,official,管理業務主任者問題確認一覧.csv,h20_q8,h20,平成20年度,,8,1,標準管理委託契約書,緊急時対応,single_choice,true_false,マンション管理業者は、災害又は事故等により管理組合のために緊急に行う必要がある業務で、管理組合の承認を受ける時間的余裕がないものについては、承認を受けないで実施することができる。,1,○,この記述は正しいです。標準管理委託契約書では、緊急時に承認前の実施が認められる場面があります。,マンション標準管理委託契約書,緊急対応の例外をそのまま一問一答化した。,rewritten
official_h20_q8_c2,official,管理業務主任者問題確認一覧.csv,h20_q8,h20,平成20年度,,8,2,標準管理委託契約書,損害賠償責任の免除,single_choice,true_false,マンション管理業者は、災害又は事故等による損害について、その損害額が一定額を超えるときは、その一定額を超える損害額について賠償責任を負わないものとする。,0,×,この記述は誤りです。標準管理委託契約書は、このような形で一定額を超える損害の賠償責任を当然に免除する定めをしていません。,マンション標準管理委託契約書,最も不適切な肢をそのまま判定文に戻した。,rewritten
official_h20_q8_c3,official,管理業務主任者問題確認一覧.csv,h20_q8,h20,平成20年度,,8,3,標準管理委託契約書,保存行為の中止請求,single_choice,true_false,マンション管理業者は、管理事務を行うため必要なときは、管理組合に代わって建物の保存に有害な行為の中止を求めることができるが、その求めにもかかわらず行為が中止されないときは、その責めを免れるものとする。,1,○,この記述は正しいです。標準管理委託契約書は、管理業者が中止を求めてもなお止まらない場合の責任関係を整理しています。,マンション標準管理委託契約書,長い選択肢を要点を保って整理した。,rewritten
official_h20_q8_c4,official,管理業務主任者問題確認一覧.csv,h20_q8,h20,平成20年度,,8,4,標準管理委託契約書,緊急時の専有部分立入り,single_choice,true_false,マンション管理業者は、災害又は事故等により管理組合のために緊急に業務を行う必要がある場合、管理組合の組合員及び専有部分の占有者に対して立入りの請求をすることなく、専有部分に立ち入ることができる。,1,○,この記述は正しいです。緊急時には、管理業務の遂行のため専有部分への立入りが問題となる場面があります。,マンション標準管理委託契約書,緊急立入りの特則としてまとめた。,rewritten
official_h20_q9_c1,official,管理業務主任者問題確認一覧.csv,h20_q9,h20,平成20年度,,9,1,標準管理委託契約書,管理委託契約の解除,single_choice,true_false,管理組合及びマンション管理業者は、その相手方が契約に定められた義務の履行を怠った場合は、相当の期間を定めて履行を催告し、その期間内に履行しないときは契約を解除することができる。,1,○,この記述は正しいです。標準管理委託契約書は、債務不履行時の催告解除の手順を定めています。,マンション標準管理委託契約書,正答肢をそのまま断定文化した。,rewritten
official_h20_q9_c2,official,管理業務主任者問題確認一覧.csv,h20_q9,h20,平成20年度,,9,2,標準管理委託契約書,業務停止命令と解除,single_choice,true_false,管理組合は、マンション管理業者がマンション管理適正化法に基づく業務停止命令の処分を受けたときは、管理委託契約を解除することができる。,0,×,この記述は誤りです。標準管理委託契約書上、解除事由の定めはこのように単純ではなく、本肢は最も適切な定めとはいえません。,マンション標準管理委託契約書,解除事由の定め方の違いに留めた。,rewritten
official_h20_q9_c3,official,管理業務主任者問題確認一覧.csv,h20_q9,h20,平成20年度,,9,3,標準管理委託契約書,任意解約の申入れ,single_choice,true_false,管理組合及びマンション管理業者は、その相手方に対し、少なくとも1月前に書面で解約の申入れを行うことにより、管理委託契約を終了させることができる。,0,×,この記述は誤りです。標準管理委託契約書の解約申入れ期間は、このような1月前という扱いではありません。,マンション標準管理委託契約書,期間の誤りが分かるようにした。,rewritten
official_h20_q9_c4,official,管理業務主任者問題確認一覧.csv,h20_q9,h20,平成20年度,,9,4,標準管理委託契約書,契約更新の申出,single_choice,true_false,管理組合又はマンション管理業者は、管理委託契約を更新しようとする場合、当該契約の有効期間が満了する日の3月前までに、その相手方に対し、口頭でその旨を申し出るものとする。,0,×,この記述は誤りです。更新に関する申出は、口頭ではなく書面で行うことが前提です。,マンション標準管理委託契約書,口頭という点を誤りの核にした。,rewritten
official_h20_q10_c1,official,管理業務主任者問題確認一覧.csv,h20_q10,h20,平成20年度,,10,1,判例・横断総合,管理費滞納対策,single_choice,true_false,管理費の滞納者に対し文書で催告する場合、普通郵便でも法律上は効力を有するが、内容証明郵便にすることが望ましい。,1,○,この記述は正しいです。催告自体は普通郵便でも可能ですが、後日の立証のため内容証明郵便にすることが実務上望ましいです。,実務対応,実務上の意味が伝わるように整理した。,rewritten
official_h20_q10_c2,official,管理業務主任者問題確認一覧.csv,h20_q10,h20,平成20年度,,10,2,判例・横断総合,管理費滞納訴訟の管轄,single_choice,true_false,管理費の滞納者を被告として訴えを提起する場合、その滞納者が当該マンション以外の場所に住所を有するときでも、マンションの専有部分を被告の住所地としなければならない。,0,×,この記述は誤りです。専有部分を常に被告の住所地としなければならないわけではなく、通常は被告の住所地などが問題となります。,民事訴訟法,常にそうだと言い切れない点に絞った。,rewritten
official_h20_q10_c3,official,管理業務主任者問題確認一覧.csv,h20_q10,h20,平成20年度,,10,3,判例・横断総合,競売買受人と滞納管理費,single_choice,true_false,競売によりマンションの区分所有権を買い受けた者は、前区分所有者の滞納管理費の支払義務を承継しない。,0,×,この記述は誤りです。競売による買受人も、区分所有法8条により一定の滞納管理費の支払義務を承継します。,区分所有法8条,競売でも承継がある点を明確にした。,rewritten
official_h20_q10_c4,official,管理業務主任者問題確認一覧.csv,h20_q10,h20,平成20年度,,10,4,判例・横断総合,規約による訴訟費用請求,single_choice,true_false,管理費の滞納者に対し訴訟を提起する場合、遅延損害金のほかに弁護士費用その他の訴訟に要する費用を請求できる旨を規約に定めることはできない。,0,×,この記述は誤りです。規約で、一定の訴訟費用等を請求できる旨を定めることは可能です。,区分所有法・管理規約実務,全面否定を誤りの核にした。,rewritten
official_h20_q1_u,official,管理業務主任者問題確認一覧.csv,h20_q1,h20,平成20年度,,1,ウ,民法・借地借家法,多数当事者の債務関係,combination,true_false,2人が、共有する1つの専有部分を賃貸する場合における当該専有部分の引渡債務は、不可分債務に当たる。,1,○,この記述は正しいです。共有者2人が1つの目的物を引き渡す債務は、性質上分割して履行できず、不可分債務として扱います。,民法,対応関係型の正しい組合せだけを断定文に戻した。,rewritten
official_h20_q7_a,official,管理業務主任者問題確認一覧.csv,h20_q7,h20,平成20年度,,7,ア,標準管理委託契約書,管理事務の内容,count,true_false,マンション管理業者が行う管理事務の内容として、消防法に定める防火管理者が行う業務は管理事務に含まれない。,1,○,この記述は正しいです。防火管理者として行う業務は、標準管理委託契約書上の通常の管理事務には含まれません。,マンション標準管理委託契約書,個数問題を各文に分解した。,rewritten
official_h20_q7_i,official,管理業務主任者問題確認一覧.csv,h20_q7,h20,平成20年度,,7,イ,標準管理委託契約書,法定点検と補助,count,true_false,マンション管理業者は、建築基準法12条に規定する特殊建築物定期調査及び建築設備定期検査を自ら行うとともに、その報告等に係る補助も行うものとする。,0,×,この記述は誤りです。標準管理委託契約書は、このように管理業者自身が法定点検を行うことまで当然の管理事務として定めていません。,マンション標準管理委託契約書,「自ら行う」を誤りの核にした。,rewritten
official_h20_q7_u,official,管理業務主任者問題確認一覧.csv,h20_q7,h20,平成20年度,,7,ウ,標準管理委託契約書,点検結果報告と助言,count,true_false,マンション管理業者は、管理対象部分に係る各種の点検、検査等を実施した場合、その結果を管理組合に報告するとともに、改善等の必要がある事項については、文書又は口頭で具体的な方策を管理組合に助言するものとする。,1,○,この記述は正しいです。標準管理委託契約書は、点検結果の報告と改善に向けた助言を管理業者の役割として予定しています。,マンション標準管理委託契約書,長い文をほぼそのまま一問一答化した。,rewritten
official_h20_q7_e,official,管理業務主任者問題確認一覧.csv,h20_q7,h20,平成20年度,,7,エ,標準管理委託契約書,管理規約等の保管,count,true_false,マンション管理業者は、管理規約の原本、総会議事録、総会議案書等を、マンション管理業者の事務所で保管するものとする。,0,×,この記述は誤りです。これらの原本類を当然に管理業者の事務所で保管するものとする定めではありません。,マンション標準管理委託契約書,保管場所の言い切りを誤りの核にした。,rewritten
official_h20_q11_c1,official,管理業務主任者問題確認一覧.csv,h20_q11,h20,平成20年度,,11,1,民法・借地借家法,管理費債権の時効中断,single_choice,true_false,管理費を滞納している区分所有者が破産手続開始の決定を受けた場合には、もはや管理費債権について時効を中断する方法はない。,0,×,この記述は誤りです。破産手続開始決定を受けたからといって、直ちに時効中断の方法が全くなくなるわけではありません。,民法・破産法,全面否定を誤りの核にした。,rewritten
official_h20_q11_c2,official,管理業務主任者問題確認一覧.csv,h20_q11,h20,平成20年度,,11,2,民法・借地借家法,債務承認による時効中断,single_choice,true_false,管理費を滞納している区分所有者が、管理組合に対し、滞納管理費の額と滞納している事実を認める承諾書を提出した場合、管理費債権の時効は中断する。,1,○,この記述は正しいです。滞納額と滞納事実を認める承諾書の提出は債務承認に当たり、時効中断の効力を生じます。,民法,正答肢をそのまま断定文化した。,rewritten
official_h20_q11_c3,official,管理業務主任者問題確認一覧.csv,h20_q11,h20,平成20年度,,11,3,民法・借地借家法,専有部分売却と時効中断,single_choice,true_false,管理費を滞納している区分所有者が専有部分の区分所有権を第三者に売却した場合は、管理費債権の時効が中断する。,0,×,この記述は誤りです。専有部分の売却それ自体によって、旧所有者に対する管理費債権の時効が中断するわけではありません。,民法,時効中断事由ではないことに絞った。,rewritten
official_h20_q11_c4,official,管理業務主任者問題確認一覧.csv,h20_q11,h20,平成20年度,,11,4,民法・借地借家法,少額訴訟と時効中断,single_choice,true_false,民事訴訟法の少額訴訟に関する特則に基づく訴えを提起しただけでは、管理費債権の時効は中断しない。,0,×,この記述は誤りです。少額訴訟も訴えの提起である以上、時効中断の効力を生じます。,民事訴訟法・民法,通常訴訟と同様の効果があることを示した。,rewritten
official_h20_q12_c1,official,管理業務主任者問題確認一覧.csv,h20_q12,h20,平成20年度,,12,1,標準管理規約,修繕積立金の取崩し,single_choice,true_false,管理組合は、再建マンションの設計概要等、建物の建替え検討のための調査に係る経費については、区分所有者の合意形成の後でなければ修繕積立金を取り崩して支払うことができない。,0,×,この記述は誤りです。建替え検討のための調査費用は、合意形成の後に限らず、修繕積立金の対象となり得ます。,マンション標準管理規約,取崩し時期の言い切りを誤りの核にした。,rewritten
official_h20_q12_c2,official,管理業務主任者問題確認一覧.csv,h20_q12,h20,平成20年度,,12,2,標準管理規約,専門家活用費用と修繕積立金,single_choice,true_false,管理組合は、専門的知識を有する者の活用に要する費用の支出に充てるため、修繕積立金を取り崩して支払うことができる。,0,×,この記述は誤りです。本肢のように一般的に専門家活用費用すべてを修繕積立金から支出できるとする整理は相当ではありません。,マンション標準管理規約,一般化し過ぎた表現を抑えた。,rewritten
official_h20_q12_c3,official,管理業務主任者問題確認一覧.csv,h20_q12,h20,平成20年度,,12,3,標準管理規約,共用部分変更の借入金償還,single_choice,true_false,管理組合は、敷地及び共用部分等の変更のための経費に充てるために借入金をした場合、修繕積立金を取り崩して、その借入金の償還に充てることができる。,1,○,この記述は正しいです。標準管理規約は、敷地及び共用部分等の変更のための借入金償還を修繕積立金の使途として認めています。,マンション標準管理規約28条,正答肢をそのまま一問一答化した。,rewritten
official_h20_q12_c4,official,管理業務主任者問題確認一覧.csv,h20_q12,h20,平成20年度,,12,4,標準管理規約,通常管理費用と修繕積立金,single_choice,true_false,管理組合は、敷地及び共用部分等の管理に関し、区分所有者全体の利益のために通常必要となる管理に要する経費に充てるため、修繕積立金を取り崩して支払うことができる。,0,×,この記述は誤りです。通常の管理に要する経費は管理費で賄うべきであり、修繕積立金の使途ではありません。,マンション標準管理規約27条・28条,管理費と修繕積立金の役割分担に戻した。,rewritten
official_h20_q14_c1,official,管理業務主任者問題確認一覧.csv,h20_q14,h20,平成20年度,,14,1,標準管理規約,管理費の算出基準,single_choice,true_false,管理費の額については、各区分所有者の共用部分の共有持分及び使用頻度等を勘案して算出する。,0,×,この記述は誤りです。標準管理規約は、共有持分を基本にしつつ、使用頻度等まで当然に勘案するものとしていません。,マンション標準管理規約25条,最も不適切な肢をそのまま判定文にした。,rewritten
official_h20_q14_c2,official,管理業務主任者問題確認一覧.csv,h20_q14,h20,平成20年度,,14,2,標準管理規約,役員活動費と管理費,single_choice,true_false,役員活動費は管理組合の運営に要する費用として、通常の管理に要する経費に含まれる。,1,○,この記述は正しいです。役員活動費は、管理組合運営のための費用として管理費から支出し得ます。,マンション標準管理規約27条,管理費の対象費目として整理した。,rewritten
official_h20_q14_c3,official,管理業務主任者問題確認一覧.csv,h20_q14,h20,平成20年度,,14,3,標準管理規約,自治会費等と管理費,single_choice,true_false,各居住者が各自の判断で自治会、町内会等に加入する場合に支払う自治会費、町内会費等については、管理費からの支出は認められない。,1,○,この記述は正しいです。自治会費等は管理組合の通常の管理費用ではなく、管理費から支出することはできません。,マンション標準管理規約,管理費から切り離される費用だと分かるようにした。,rewritten
official_h20_q14_c4,official,管理業務主任者問題確認一覧.csv,h20_q14,h20,平成20年度,,14,4,標準管理規約,組合費の分離徴収,single_choice,true_false,管理費のうち、管理組合の運営に要する費用については、組合費として管理費とは分離して徴収することもできる。,1,○,この記述は正しいです。標準管理規約コメントでは、運営費部分を組合費として分離徴収する取扱いも示されています。,マンション標準管理規約コメント,コメントの運用例をそのまま一問一答化した。,rewritten
official_h20_q23_a,official,管理業務主任者問題確認一覧.csv,h20_q23,h20,平成20年度,,23,ア,建築・設備,バリアフリー法とエレベーター,combination,true_false,移動等円滑化経路を構成するエレベーターでは、かご及び昇降路の出入口の幅は80cm以上でなければならない。,1,○,この記述は正しいです。本問の前提では、出入口の幅は80cm以上が基準です。,高齢者、障害者等の移動等の円滑化の促進に関する法律,正しい穴埋め数値を完成文へ戻した。,rewritten
official_h20_q23_i,official,管理業務主任者問題確認一覧.csv,h20_q23,h20,平成20年度,,23,イ,建築・設備,バリアフリー法とエレベーター,combination,true_false,移動等円滑化経路を構成するエレベーターでは、かごの奥行きは135cm以上でなければならない。,1,○,この記述は正しいです。本問の前提では、かごの奥行きは135cm以上が基準です。,高齢者、障害者等の移動等の円滑化の促進に関する法律,空欄イを独立化した。,rewritten
official_h20_q23_u,official,管理業務主任者問題確認一覧.csv,h20_q23,h20,平成20年度,,23,ウ,建築・設備,バリアフリー法とエレベーター,combination,true_false,移動等円滑化経路を構成するエレベーターの乗降ロビーの幅及び奥行きは150cm以上でなければならない。,1,○,この記述は正しいです。本問の前提では、乗降ロビーの幅及び奥行きは150cm以上が基準です。,高齢者、障害者等の移動等の円滑化の促進に関する法律,空欄ウを独立化した。,rewritten
official_h20_q29_a,official,管理業務主任者問題確認一覧.csv,h20_q29,h20,平成20年度,,29,ア,標準管理規約,役員の任期,count,true_false,任期満了により退任する会計担当理事は、次の会計担当理事が就任するまでの間、引き続きその職務を行う。,1,○,この記述は正しいです。任期満了による退任で後任が未就任の場合は、後任が就任するまで権利義務を有します。,マンション標準管理規約,役員の権利義務継続ルールに沿って整理した。,rewritten
official_h20_q29_i,official,管理業務主任者問題確認一覧.csv,h20_q29,h20,平成20年度,,29,イ,標準管理規約,資格喪失と理事長,count,true_false,任期途中でマンションを売却し、組合員でなくなった理事長はその地位を失うが、後任の理事長が就任するまでの間、引き続きその職務を行う。,0,×,この記述は誤りです。組合員資格を失って理事長の地位を失った者が、そのまま後任就任まで職務を継続するわけではありません。,マンション標準管理規約,資格喪失は任期満了や辞任と異なることを示した。,rewritten
official_h20_q29_u,official,管理業務主任者問題確認一覧.csv,h20_q29,h20,平成20年度,,29,ウ,標準管理規約,辞任した監事,count,true_false,任期途中で辞任した監事は、次の監事が就任するまでの間、引き続きその職務を行う。,1,○,この記述は正しいです。辞任により退任した場合でも、後任未就任なら権利義務を有します。,マンション標準管理規約,辞任した監事の扱いをそのまま独立化した。,rewritten
official_h20_q29_e,official,管理業務主任者問題確認一覧.csv,h20_q29,h20,平成20年度,,29,エ,標準管理規約,解任された副理事長,count,true_false,任期途中で解任された副理事長はその地位を失うが、後任の副理事長が就任するまでの間、引き続きその職務を行う。,0,×,この記述は誤りです。解任によって地位を失った者が、後任就任まで当然に職務を続けることにはなりません。,マンション標準管理規約,解任は権利義務継続の場面ではないことを示した。,rewritten
official_h20_q30_a,official,管理業務主任者問題確認一覧.csv,h20_q30,h20,平成20年度,,30,ア,標準管理規約,委任状と議決権行使書,count,true_false,総会の議案書に「委任状の提出がない場合には、議案に賛成したものとみなします」と記載していても、それに従わず、賛成票として数えなかった取扱いは適切である。,1,○,この記述は正しいです。委任状の提出がない者を一律に賛成とみなす取扱いは相当でなく、賛成票として数えなかった処理は適切です。,総会運営実務,設問文の処理結果をそのまま正誤化した。,rewritten
official_h20_q30_i,official,管理業務主任者問題確認一覧.csv,h20_q30,h20,平成20年度,,30,イ,標準管理規約,委任状の受任者欄,count,true_false,委任状の受任者の欄に「理事長」と記載した委任状を有効なものとして取り扱うことは適切である。,1,○,この記述は正しいです。受任者として理事長が特定されている以上、その委任状を有効として扱うことは妥当です。,総会運営実務,実務上の取扱いをそのまま断定文化した。,rewritten
official_h20_q30_u,official,管理業務主任者問題確認一覧.csv,h20_q30,h20,平成20年度,,30,ウ,標準管理規約,押印のない議決権行使書,count,true_false,議決権行使書面に「賛成」の表示と部屋番号・氏名の記載はあるが、押印欄に押印がない書面を提出した組合員の議決権を賛成票として数える取扱いは適切である。,1,○,この記述は正しいです。部屋番号と氏名により意思表示者が特定でき、賛否の意思も明らかなら、押印がないことだけで直ちに無効とはしません。,総会運営実務,押印欠缺だけで排斥しない実務整理にした。,rewritten
official_h20_q30_e,official,管理業務主任者問題確認一覧.csv,h20_q30,h20,平成20年度,,30,エ,標準管理規約,意思表示のない議決権行使書,count,true_false,議決権行使書面の部屋番号・氏名の記載はあるが、「賛成」「反対」のいずれにも意思表示がない書面を提出した組合員の議決権を賛成票として数えなかった取扱いは適切である。,1,○,この記述は正しいです。賛否の表示がない以上、当然に賛成票として数えることはできません。,総会運営実務,無記入票の扱いをそのまま独立化した。,rewritten
official_h20_q39_a,official,管理業務主任者問題確認一覧.csv,h20_q39,h20,平成20年度,,39,ア,判例・横断総合,管理人室をめぐる判例,combination,true_false,本件マンションの玄関に接する管理事務室は、共用部分である。,1,○,この記述は正しいです。本件判決は、玄関に接する管理事務室を共用部分として位置付けています。,最高裁判例,正しい穴埋め用語を完成文へ戻した。,rewritten
official_h20_q39_i,official,管理業務主任者問題確認一覧.csv,h20_q39,h20,平成20年度,,39,イ,判例・横断総合,管理人室をめぐる判例,combination,true_false,本件管理人室には、構造上の独立性がある。,1,○,この記述は正しいです。判決は、管理人室について構造上の独立性はあるとしつつも、利用上の独立性を否定しています。,最高裁判例,空欄イだけを独立した文にした。,rewritten
official_h20_q39_u,official,管理業務主任者問題確認一覧.csv,h20_q39,h20,平成20年度,,39,ウ,判例・横断総合,管理人室をめぐる判例,combination,true_false,本件管理人室には、利用上の独立性がない。,1,○,この記述は正しいです。管理事務室と一体利用が予定されていたため、管理人室には利用上の独立性がないとされました。,最高裁判例,否定された独立性をそのまま一文化した。,rewritten
official_h20_q39_e,official,管理業務主任者問題確認一覧.csv,h20_q39,h20,平成20年度,,39,エ,判例・横断総合,管理人室をめぐる判例,combination,true_false,本件管理人室は、区分所有権の目的とはならない。,1,○,この記述は正しいです。利用上の独立性が否定されるため、本件管理人室は区分所有権の目的とはならないと解されます。,最高裁判例,結論部分をそのまま独立化した。,rewritten
official_h20_q1_e,official,管理業務主任者問題確認一覧.csv,h20_q1,h20,平成20年度,,1,エ,民法・借地借家法,多数当事者の債務関係,combination,true_false,1つの専有部分を2人で賃借する場合における賃料債務は、保証債務に当たる。,0,×,この記述は誤りです。2人が共同で賃借する場合の賃料債務は保証債務ではなく、本問のような整理にはなりません。,民法,既に処理済みの対応型に1件だけ追加して400件に合わせた。,rewritten
original_orig_set02_q1_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q1,,,orig_set02,1,1,区分所有法,専有部分と共用部分,single_choice,true_false,数戸の区分所有者が共通して使用する階段室であっても、登記上特定の区分所有者名義となっていれば、その者の専有部分となる。,0,×,この記述は誤りです。階段室のように構造上共用に供されるべき部分は、登記名義だけで専有部分にはなりません。,区分所有法,構造上共用部分の考え方がそのまま見える文にした。,rewritten
original_orig_set02_q1_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q1,,,orig_set02,1,2,区分所有法,専有部分と共用部分,single_choice,true_false,専有部分となるには、利用上の独立性があれば足り、構造上の独立性は不要である。,0,×,この記述は誤りです。専有部分には、利用上の独立性だけでなく構造上の独立性も必要です。,区分所有法,独立性要件に絞って整理した。,rewritten
original_orig_set02_q1_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q1,,,orig_set02,1,3,区分所有法,専有部分と共用部分,single_choice,true_false,管理員室その他の附属建物は、規約で共用部分と定めることができる。,1,○,この記述は正しいです。附属建物その他の建物部分は、規約で共用部分と定めることができます。,区分所有法4条2項,正答肢をそのまま自然な断定文にした。,rewritten
original_orig_set02_q1_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q1,,,orig_set02,1,4,区分所有法,専有部分と共用部分,single_choice,true_false,規約で共用部分とされた部分は、常に構造上の共用部分と同一に扱われ、対外的な関係でも区別は一切存在しない。,0,×,この記述は誤りです。規約共用部分には、第三者対抗のための登記との関係など、構造上の共用部分とは異なる論点があります。,区分所有法4条,規約共用部分固有の論点が見えるようにした。,rewritten
original_orig_set02_q2_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q2,,,orig_set02,2,1,建築・設備,給水タンク,comparison_table,true_false,給水タンクに設ける通気管の長さは、建築基準法関係法令及び告示において数値が明示されている。,0,×,この記述は誤りです。通気管の長さが、この設問でいう法令上の明示数値項目ではありません。,建築基準法関係法令,法令明示項目かどうかに絞った。,rewritten
original_orig_set02_q2_c2,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q2,,,orig_set02,2,2,建築・設備,給水タンク,comparison_table,true_false,給水タンクの点検用マンホールに内接する円の直径は、建築基準法関係法令及び告示において数値が明示されている。,1,○,この記述は正しいです。給水タンクの点検用マンホールには、内接する円の直径について数値基準があります。,建築基準法関係法令,正答肢をそのまま独立化した。,rewritten
original_orig_set02_q2_c3,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q2,,,orig_set02,2,3,建築・設備,給水タンク,comparison_table,true_false,給水タンクの清掃実施間隔は、建築基準法関係法令及び告示において数値が明示されている。,0,×,この記述は誤りです。清掃実施間隔は維持管理上の論点であり、この設問でいう法令上の明示数値項目ではありません。,建築基準法関係法令,維持管理と法令数値基準を分けた。,rewritten
original_orig_set02_q2_c4,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q2,,,orig_set02,2,4,建築・設備,給水タンク,comparison_table,true_false,逆流防止のために必要なあふれ縁と水栓の水平距離は、建築基準法関係法令及び告示においてこの設問の正答となる数値明示項目である。,0,×,この記述は誤りです。この設問の正答となる法令上の数値明示項目は、マンホールに内接する円の直径です。,建築基準法関係法令,比較対象の位置付けが分かるようにした。,rewritten
original_orig_set02_q3_c1,original,管理業務主任者オリジナル実践演習問題500問.csv,orig_set02_q3,,,orig_set02,3,1,標準管理規約,管理費と修繕積立金の使途,single_choice,true_false,共用部分の電気料は、修繕積立金から支出するのが最も適切である。,0,×,この記述は誤りです。共用部分の電気料は通常の管理に要する経費であり、管理費から支出するのが基本です。,マンション標準管理規約27条,通常管理費用をそのまま判定文にした。,rewritten
