question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,explanation
371,combination,会計・税務,orig_set19;会計区分;standard;combination,会計区分に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが正しいです。会計区分は、日常管理か計画修繕かという目的と性質を踏まえて判断します。
372,combination,判例・横断総合,orig_set19;ペット飼育;standard;combination,ペット飼育に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。ペット飼育は、規約や使用細則に基づく制限や共同生活上の調整が問題となります。
373,single,区分所有法,orig_set19;使用禁止請求;standard;case_based,区分所有者Aが、共用部分での迷惑行為を長期間繰り返しており、差止めだけでは改善が見込めない。この場合の使用禁止請求に関する次の記述のうち、最も適切なものはどれか。,,,,,,使用禁止請求という制度は存在しない。,使用禁止請求は、共同利益に反する行為への強い措置として問題となることがある。,軽微な違反が1回あれば常に当然に認められる。,使用禁止請求は、会計処理の一種である。,2,正解は2です。使用禁止請求は、共同利益に反する行為に対する強い措置として問題となることがあります。
374,combination,品確法・建替円滑化法等,orig_set19;再建決議;standard;combination,被災マンションの再建決議に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。被災後の再建では、特別法の規律のもとで再建決議が問題となります。
375,single,宅建業法,orig_set19;37条書面;standard;single_choice,37条書面に関する次の記述のうち、最も適切なものはどれか。,,,,,,37条書面は、契約成立後に契約内容を明らかにするため交付される書面である。,37条書面は、35条書面と同じく契約前に交付する。,37条書面は、口頭合意があれば常に不要である。,37条書面は、宅建業法と無関係である。,1,正解は1です。37条書面は、契約成立後に契約内容を明らかにするため交付される書面です。
376,combination,建築・設備,orig_set19;換気設備;standard;combination,換気設備に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,アとウ,イとエ,ウとエ,2,正解は2です。アとウが適切です。換気設備は、空気の入替えと湿気対策に重要です。
377,count,標準管理委託契約書・指針,orig_set19;区分所有者の役割;standard;count,マンション管理における区分所有者の役割に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。マンション管理では、区分所有者の主体的関与と相互協力が重要です。
378,single,標準管理規約,orig_set19;理事長権限;standard;single_choice,理事長権限に関する次の記述のうち、最も適切なものはどれか。,,,,,,理事長は、管理組合を代表する立場にない。,理事長は、総会や規約の統制を受けず自由に行動できる。,理事長は、管理組合を代表し、その業務を執行する立場にある。,理事長は、共用部分の保存行為に一切関与しない。,3,正解は3です。理事長は、管理組合を代表し、その業務を執行する立場にあります。
379,combination,民法・借地借家法,orig_set19;時効と承認;standard;combination,時効と承認に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。債務の承認は、時効更新が問題となる事由です。
380,single,管理適正化法,orig_set19;重要事項説明;standard;single_choice,管理適正化法上の重要事項説明に関する次の記述のうち、最も適切なものはどれか。,,,,,,重要事項説明は、契約締結前に管理組合が内容を理解し判断するために重要な手続である。,重要事項説明は、契約後に行えば足りる。,重要事項説明は、管理組合への説明を要しない。,重要事項説明は、管理適正化法と無関係である。,1,正解は1です。重要事項説明は、契約締結前に内容を理解し判断するための重要な手続です。
381,count,会計・税務,orig_set20;駐車場使用料処理;standard;accounting_table,駐車場使用料の会計処理に関する次の記述のうち、最も適切なものはどれか。,,,,,,駐車場使用料は、記録せず現金管理だけで足りる。,駐車場使用料は、その性質や使途との対応を踏まえて会計処理することが重要である。,駐車場使用料は、毎年自由に別科目へ付け替えてよい。,駐車場使用料は、理事長個人の収入として扱う。,2,正解は2です。駐車場使用料は、性質や使途との対応を踏まえて会計処理することが重要です。
382,single,判例・横断総合,orig_set20;騒音紛争;standard;case_based,住戸Aから深夜に大きな生活騒音が続き、近隣住戸から苦情が出ている。この場合の騒音紛争に関する次の記述のうち、最も適切なものはどれか。,,,,,,生活騒音は、どの程度でも一切問題にできない。,騒音紛争は、管理組合や規約と無関係である。,騒音紛争では、共同生活上の受忍限度や規約・使用細則に基づく調整が問題となる。,騒音があれば、常に直ちに競売請求だけが認められる。,3,正解は3です。騒音紛争では、共同生活上の受忍限度や規約・使用細則に基づく調整が問題となります。
383,combination,区分所有法,orig_set20;集会招集;standard;combination,集会招集に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。集会招集では、通知と一定の準備期間が重要です。
384,single,品確法・建替円滑化法等,orig_set20;新築住宅の定義;standard;single_choice,品確法上の新築住宅に関する次の記述のうち、最も適切なものはどれか。,,,,,,新築住宅とは、工事完了の日から1年以内で、まだ人の居住の用に供したことのない住宅をいう。,新築住宅とは、築5年以内の住宅をいう。,新築住宅には、一度でも居住された住宅を常に含む。,新築住宅という概念は存在しない。,1,正解は1です。新築住宅とは、工事完了の日から1年以内で、まだ人の居住の用に供したことのない住宅です。
385,single,宅建業法,orig_set20;クーリングオフ;standard;case_based,宅建業者Aが自ら売主となる契約について、買主Bが事務所以外の場所で申込みをした。この場合のクーリングオフに関する次の記述のうち、最も適切なものはどれか。,,,,,,クーリングオフは、売主保護のための制度である。,クーリングオフは、一定の場面で買主を保護するための制度である。,クーリングオフは、どの契約でも無条件に認められる。,クーリングオフは、宅建業法と無関係である。,2,正解は2です。クーリングオフは、一定の場面で買主を保護するための制度です。
386,single,建築・設備,orig_set20;駐車場設備;standard;single_choice,駐車場設備に関する次の記述のうち、最も適切なものはどれか。,,,,,,機械式駐車設備は、一度設置すれば点検不要である。,駐車場設備の安全管理は、管理組合と無関係である。,機械式駐車設備は、安全確保のため定期点検や適切な保守が重要である。,駐車場設備は、照明設備と全く同じ管理で足りる。,3,正解は3です。機械式駐車設備は、安全確保のため定期点検や適切な保守が重要です。
387,combination,標準管理委託契約書・指針,orig_set20;専門家活用;standard;combination,専門家活用に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。専門家活用は有効ですが、管理組合の主体的判断と組み合わせることが重要です。
388,single,標準管理規約,orig_set20;総会決議事項;standard;case_based,管理組合が、新たな使用細則を制定して居住ルールを変更しようとしている。この場合の総会決議事項に関する次の記述のうち、最も適切なものはどれか。,,,,,,使用細則の制定は、常に管理員が単独で決定する。,管理組合の基本的なルールに関わる事項は、総会で決議すべきものとして扱われる。,総会決議事項は存在しない。,総会決議事項かどうかは、毎回理事長の気分で変えてよい。,2,正解は2です。管理組合の基本的なルールに関わる事項は、総会で決議すべきものとして扱われます。
389,single,民法・借地借家法,orig_set20;定期建物賃貸借;standard;single_choice,定期建物賃貸借に関する次の記述のうち、正しいものはどれか。,,,,,,定期建物賃貸借は、常に口頭契約だけで有効に成立する。,定期建物賃貸借は、普通建物賃貸借と同じで更新が当然にある。,定期建物賃貸借は、居住用建物には使えない。,定期建物賃貸借では、書面による契約と、更新がない旨の事前説明が重要である。,4,正解は4です。定期建物賃貸借では、書面による契約と、更新がない旨の事前説明が重要です。
390,count,管理適正化法,orig_set20;契約成立時書面;standard;count,契約成立時書面に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。契約成立時書面は、成立した契約内容を明確にし、管理組合が確認するための資料です。
391,single,会計・税務,orig_set20;財務諸表読解;advanced;single_choice,財務諸表読解に関する次の記述のうち、最も適切なものはどれか。,,,,,,財務諸表は、残高だけ見れば内容確認は不要である。,財務諸表は、金額の大小だけでなく勘定科目の内容や前期比較も踏まえて読むことが重要である。,財務諸表では、収支と貸借の関係を見る必要はない。,財務諸表は、理事長だけが見ればよい。,2,正解は2です。財務諸表は、金額だけでなく勘定内容や前期比較を踏まえて読むことが重要です。
392,single,判例・横断総合,orig_set20;専有部分使用制限;advanced;precedent_fill,専有部分の使用であっても、共同の利益に反する場合には一定の[　]が問題となる。この[　]に当てはまるものとして最も適切なものはどれか。,,,,,,無制限化,私有化,制限,売却,3,正解は3です。専有部分の使用であっても、共同の利益に反する場合には一定の制限が問題となります。
393,single,区分所有法,orig_set20;共用部分持分;advanced;precedent_fill,共用部分の持分は、規約に別段の定めがない限り、各区分所有者の専有部分の[　]割合による。この[　]に当てはまるものとして正しいものはどれか。,,,,,,床面積,年齢,在住年数,収入,1,正解は1です。共用部分の持分は、規約に別段の定めがない限り、専有部分の床面積割合によります。
394,single,品確法・建替円滑化法等,orig_set20;10年瑕疵担保責任;advanced;case_based,新築マンションの引渡しから数年後、雨水の浸入を防止する部分に不具合が見つかった。この場合の10年瑕疵担保責任に関する次の記述のうち、最も適切なものはどれか。,,,,,,新築住宅の基本構造部分等に関する責任は、引渡し後すぐに消滅する。,10年責任は、賃貸借だけに問題となる。,10年責任は、品確法と無関係である。,新築住宅では、基本構造部分等について10年間の責任が問題となる。,4,正解は4です。新築住宅では、基本構造部分等について10年間の責任が問題となります。
395,combination,宅建業法,orig_set20;手付金等保全;advanced;combination,手付金等保全に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,アとウ,ウとエ,3,正解は3です。アとウが適切です。手付金等保全は、自ら売主取引における買主保護制度です。
396,single,建築・設備,orig_set20;コンクリート中性化;advanced;case_based,外壁調査でコンクリートの中性化が進行している可能性が指摘された。この場合の中性化に関する次の記述のうち、最も適切なものはどれか。,,,,,,中性化は、塗装の色落ちだけを意味する。,中性化が進むと、鉄筋腐食のリスクが高まるため維持管理上注意が必要である。,中性化と鉄筋腐食は無関係である。,中性化は、木部腐朽と同じ現象である。,2,正解は2です。中性化が進むと鉄筋腐食のリスクが高まるため、維持管理上注意が必要です。
397,single,標準管理委託契約書・指針,orig_set20;情報開示;advanced;single_choice,管理委託における情報開示に関する次の記述のうち、最も適切なものはどれか。,,,,,,情報開示は、管理組合が契約内容や管理状況を把握するため重要である。,情報開示は、管理組合に混乱を与えるので原則不要である。,情報開示の対象は、管理会社の判断で常に秘密にできる。,情報開示は、委託契約と無関係である。,1,正解は1です。情報開示は、管理組合が契約内容や管理状況を把握するため重要です。
398,combination,標準管理規約,orig_set20;修繕積立金取崩し;advanced;combination,修繕積立金の取崩しに関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。修繕積立金の取崩しは、目的に沿った使用と適切な意思決定が重要です。
399,single,民法・借地借家法,orig_set20;危険負担;advanced;case_based,売買契約締結後、引渡し前に目的物が当事者双方に責任のない災害で滅失した。この場合の危険負担に関する次の記述のうち、最も適切なものはどれか。,,,,,,債務者がその債務を履行できなくなった場合で、債権者の責めに帰すべき事由がないときは、原則として反対給付を受けることができない。,買主は、常に代金全額を支払わなければならない。,危険負担の問題は、双務契約では一切生じない。,危険負担が問題になるときは、常に裁判所の許可が必要である。,1,正解は1です。双方に責任のない履行不能では、債務者は原則として反対給付を受けることができません。
400,combination,管理適正化法,orig_set20;帳簿備付け;advanced;combination,帳簿備付けに関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。帳簿備付けは、管理事務の透明性と検証可能性を支える重要な仕組みです。
401,single,会計・税務,orig_set21;消費税;basic;comparison_table,消費税に関する次の記述のうち、最も適切なものはどれか。,,,,,,管理組合会計では、すべての取引を一律に非課税として扱えば足りる。,消費税は、取引の内容や会計処理方針を踏まえて整理する必要がある。,消費税の処理は、帳簿や証憑と無関係である。,消費税は、管理組合では一切問題にならない。,2,正解は2です。消費税は、取引の内容や会計処理方針を踏まえて整理する必要があります。
402,combination,判例・横断総合,orig_set21;説明義務;basic;combination,説明義務に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,アとウ,ウとエ,3,正解は3です。アとウが適切です。重要な判断に影響する事項では、具体的状況に応じて説明義務が問題となります。
403,single,区分所有法,orig_set21;専有部分と共用部分;basic;single_choice,専有部分と共用部分の区別に関する次の記述のうち、最も適切なものはどれか。,,,,,,専有部分と共用部分の区別は、区分所有者の気分で決まる。,専有部分と共用部分の区別は、どの建物でも全く同じで規約は無関係である。,共用部分であっても、専有部分と同じく自由に改変できる。,専有部分と共用部分の区別は、建物の構造、利用形態、規約の定めなどを踏まえて判断する。,4,正解は4です。専有部分と共用部分の区別は、構造や利用形態、規約の定めなどを踏まえて判断します。
404,single,品確法・建替円滑化法等,orig_set21;アフターサービス;basic;precedent_fill,引渡後に一定期間補修対応を行う実務上の取扱いを一般に[　]サービスという。この[　]に当てはまるものとして正しいものはどれか。,,,,,,アフター,ミドル,エンド,ファイナル,1,正解は1です。引渡後の補修対応を行う実務上の取扱いは、一般にアフターサービスといいます。
405,single,宅建業法,orig_set21;広告規制;basic;single_choice,広告規制に関する次の記述のうち、正しいものはどれか。,,,,,,契約を取りたいときは、自由に誇張広告をしてよい。,広告規制は、宅建業法と無関係である。,宅建業者は、著しく事実に相違する表示や著しく有利・優良と誤認させる表示をしてはならない。,広告は、相手方に誤認を与えても問題ない。,3,正解は3です。宅建業者は、著しく事実に相違する表示や著しく有利・優良と誤認させる表示をしてはなりません。
406,single,建築・設備,orig_set21;ひび割れ原因;basic;comparison_table,ひび割れ原因に関する次の記述のうち、最も適切なものはどれか。,,,,,,ひび割れは、乾燥収縮、温度変化、荷重、劣化など原因を見極めて評価することが重要である。,ひび割れは、どの部位でも常に同じ原因で生じる。,ひび割れ幅や位置の確認は不要である。,ひび割れがあれば、原因を問わず同じ補修方法で足りる。,1,正解は1です。ひび割れは、原因を見極めて評価しないと適切な補修方針を立てられません。
407,count,標準管理委託契約書・指針,orig_set21;事務管理業務;basic;count,事務管理業務に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。事務管理業務には、会計、報告、運営補助などが含まれます。
408,single,標準管理規約,orig_set21;管理費と修繕積立金の使途;basic;single_choice,管理費と修繕積立金の使途に関する次の記述のうち、最も適切なものはどれか。,,,,,,管理費は、大規模修繕工事専用である。,管理費は日常管理に、修繕積立金は計画修繕等に充てるのが基本である。,修繕積立金は、理事長が自由に私的流用してよい。,管理費と修繕積立金に使途の違いはない。,2,正解は2です。管理費は日常管理に、修繕積立金は計画修繕等に充てるのが基本です。
409,count,民法・借地借家法,orig_set21;解除と損害賠償;basic;count,解除と損害賠償に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。解除は損害賠償請求を妨げず、賠償は要件を踏まえて判断されます。
410,single,管理適正化法,orig_set21;標識掲示;basic;case_based,管理業者Aが『標識掲示は外部から見えなくてもよい』と考えている。この場合の標識掲示に関する次の記述のうち、最も適切なものはどれか。,,,,,,標識掲示は、管理業者に関する基本情報を外部から確認できるようにするため重要である。,標識掲示は、管理業者が希望するときだけ行えばよい。,標識掲示は、管理適正化法と無関係である。,標識掲示は、管理組合に知られないよう非公開で行う。,1,正解は1です。標識掲示は、管理業者の基本情報を確認できるようにするため重要です。
411,combination,会計・税務,orig_set21;貸借対照表;standard;combination,貸借対照表に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが正しいです。貸借対照表は、一定時点の資産や負債などの財政状態を示します。
412,single,判例・横断総合,orig_set21;善管注意義務;standard;case_based,管理組合から金銭管理を委ねられた受任者Aが、記録を残さず杜撰に処理していた。この場合の善管注意義務に関する次の記述のうち、最も適切なものはどれか。,,,,,,善管注意義務とは、自分の物よりも軽い注意で足りるという意味である。,善管注意義務とは、通常期待される相当な注意をもって事務を処理すべき義務である。,善管注意義務は、受任者や役員には一切問題にならない。,善管注意義務は、宅建業法だけの概念である。,2,正解は2です。善管注意義務とは、通常期待される相当な注意をもって事務を処理すべき義務です。
413,single,区分所有法,orig_set21;敷地利用権;standard;case_based,区分所有者Aが、自室を売却せずに敷地利用権だけを自由に第三者へ譲渡できると主張している。この場合の敷地利用権に関する次の記述のうち、最も適切なものはどれか。,,,,,,敷地利用権は、専有部分と一体的に把握され、自由に分離処分できるわけではない。,敷地利用権は、専有部分と無関係に常に自由分離できる。,敷地利用権は、区分所有法と無関係である。,敷地利用権は、理事長の承認があれば何でも自由にできる。,1,正解は1です。敷地利用権は専有部分と一体的に把握され、自由に分離処分できるわけではありません。
414,combination,品確法・建替円滑化法等,orig_set21;建替組合;standard;combination,建替組合に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。建替組合は、建替事業の施行主体として円滑化法上位置付けられています。
415,single,宅建業法,orig_set21;媒介契約;standard;case_based,宅建業者Aが、売主Bから不動産売却の依頼を受けて買主探しを行うことになった。この場合の媒介契約に関する次の記述のうち、最も適切なものはどれか。,,,,,,媒介契約は、宅建業者が必ず自ら売主になる契約である。,媒介契約は、宅建業者が依頼を受けて取引成立に向けた媒介を行う契約である。,媒介契約は、宅建業法と無関係である。,媒介契約は、常に口頭だけで足りると法律に定められている。,2,正解は2です。媒介契約は、宅建業者が依頼を受けて取引成立に向けた媒介を行う契約です。
416,combination,建築・設備,orig_set21;耐震対策;standard;combination,耐震対策に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。耐震対策では、診断や補強の検討に加え、日常的な備えも大切です。
417,combination,標準管理委託契約書・指針,orig_set21;基幹事務;standard;combination,基幹事務に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。基幹事務は、管理組合財産管理に直結する重要な事務です。
418,single,標準管理規約,orig_set21;理事会の権限;standard;case_based,管理組合で、総会決議を要しない日常的な業務執行の判断が必要になった。この場合の理事会の権限に関する次の記述のうち、最も適切なものはどれか。,,,,,,理事会は、いかなる事項も判断できない。,理事会は、総会で決めるべき事項を除き、管理組合の業務執行に関する判断を行う機関である。,理事会は、規約変更のような重要事項も常に総会なしで決定できる。,理事会の権限は、管理員の私的判断に従属する。,2,正解は2です。理事会は、総会で決めるべき事項を除く業務執行について判断する機関です。
419,combination,民法・借地借家法,orig_set21;請負契約;standard;combination,請負契約に関する次のアからエまでの記述のうち、正しいもののみの組合せはどれか。,,,,,,アとイ,イとエ,アとウ,ウとエ,3,正解は3です。アとウが正しいです。請負は、仕事の完成と報酬の支払を内容とする契約です。
420,single,管理適正化法,orig_set21;名義貸し;standard;single_choice,名義貸しに関する次の記述のうち、最も適切なものはどれか。,,,,,,名義貸しは、登録制度の信頼性や利用者保護の観点から問題となる。,名義貸しは、営業拡大に役立つので原則推奨される。,名義貸しは、管理適正化法と無関係である。,名義貸しは、管理組合が望めば自由に行える。,1,正解は1です。名義貸しは、登録制度の信頼性や利用者保護の観点から問題となります。
421,count,会計・税務,orig_set22;収支報告書;standard;accounting_table,収支報告書に関する次の記述のうち、最も適切なものはどれか。,,,,,,収支報告書は、一定期間における収入と支出の状況を示す資料である。,収支報告書は、一定時点の資産と負債だけを示す。,収支報告書は、将来予算だけを記載する資料である。,収支報告書は、作成しなくても管理組合運営に影響しない。,1,正解は1です。収支報告書は、一定期間における収入と支出の状況を示す資料です。
422,single,判例・横断総合,orig_set22;時効と管理費;standard;precedent_fill,管理費等の請求権についても、一定期間の経過により[　]が問題となる。この[　]に当てはまるものとして正しいものはどれか。,,,,,,売却,時効,修繕,建替え,2,正解は2です。管理費等の請求権についても、一定期間の経過により時効が問題となります。
423,combination,区分所有法,orig_set22;規約共用部分;standard;combination,規約共用部分に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,アとウ,ウとエ,3,正解は3です。アとウが適切です。規約により共用部分と定められた部分には、共用部分としての規律が及びます。
424,single,品確法・建替円滑化法等,orig_set22;権利変換計画;standard;single_choice,権利変換計画に関する次の記述のうち、最も適切なものはどれか。,,,,,,権利変換計画は、建物の色彩や植栽だけを定める。,権利変換計画は、建替え後に各権利者がどのような権利を取得するかを定める計画である。,権利変換計画は、宅建業法上の広告規制である。,権利変換計画は、建替え円滑化法と無関係である。,2,正解は2です。権利変換計画は、建替え後の権利配分を定める計画です。
425,combination,宅建業法,orig_set22;宅建士の業務;standard;combination,宅建士の業務に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。宅建士は、取引の適正と相手方保護を支える資格者です。
426,single,建築・設備,orig_set22;昇降機;standard;single_choice,昇降機に関する次の記述のうち、最も適切なものはどれか。,,,,,,昇降機は、停止しなければ点検不要である。,昇降機の保守は、利用者の自己責任でよく管理組合は無関係である。,昇降機は、事故防止と安全確保のため適切な保守点検が重要である。,昇降機は、共用部分と無関係なので規約の対象外である。,3,正解は3です。昇降機は、事故防止と安全確保のため適切な保守点検が重要です。
427,single,標準管理委託契約書・指針,orig_set22;委託業務費;standard;single_choice,委託業務費に関する次の記述のうち、最も適切なものはどれか。,,,,,,委託業務費は、何に対する対価かを示す必要がない。,委託業務費は、どの業務の対価かが分かるよう契約上明確に整理することが重要である。,委託業務費は、管理会社が毎月自由に変更してよい。,委託業務費は、委託契約と無関係である。,2,正解は2です。委託業務費は、どの業務の対価かが分かるよう明確に整理することが重要です。
428,combination,標準管理規約,orig_set22;総会出席と代理;standard;combination,総会出席と代理に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとウ,アとエ,イとウ,イとエ,1,正解は1です。アとウが適切です。総会では、規約に沿って代理による議決権行使が認められることがあります。
429,single,民法・借地借家法,orig_set22;委任契約;standard;single_choice,委任契約に関する次の記述のうち、正しいものはどれか。,,,,,,委任は、必ず有体物を引き渡す契約である。,委任は、仕事の完成を目的とする請負契約と同一である。,委任は、法律行為とは無関係な契約である。,委任は、法律行為をすることを相手方に委託する契約である。,4,正解は4です。委任は、法律行為をすることを相手方に委託する契約です。
430,count,管理適正化法,orig_set22;更新登録;standard;count,更新登録に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。更新登録は、継続的な適格性確認と情報更新に資する制度です。
431,single,会計・税務,orig_set22;減価償却不要論点;standard;single_choice,管理組合会計における減価償却不要論点に関する次の記述のうち、最も適切なものはどれか。,,,,,,管理組合会計は、必ず企業会計と全く同じ方法で減価償却をしなければならない。,管理組合会計では、その目的や実務に照らして、企業会計と同じ減価償却処理を当然には前提としない論点がある。,減価償却という考え方は、どの会計でも常に禁止される。,この論点は、税法だけの問題で管理組合会計と無関係である。,2,正解は2です。管理組合会計では、その目的や実務に照らし、企業会計と同じ減価償却処理を当然には前提としない論点があります。
432,combination,判例・横断総合,orig_set22;特別の影響;standard;combination,特別の影響に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。特別の影響がある規約変更では、その区分所有者の承諾が問題となります。
433,single,区分所有法,orig_set22;総会決議要件;standard;precedent_fill,区分所有法上、普通決議は原則として集会に出席した区分所有者及びその議決権の各[　]数で決する。この[　]に当てはまるものとして正しいものはどれか。,,,,,,過半,全員一致,4分の3,3分の2,1,正解は1です。普通決議は、原則として出席区分所有者及びその議決権の各過半数で決します。
434,single,品確法・建替円滑化法等,orig_set22;個人施行;standard;case_based,マンション建替事業について、組合ではなく一定の個人が施行主体となる形が問題となっている。この場合の個人施行に関する次の記述のうち、最も適切なものはどれか。,,,,,,個人施行という概念は存在しない。,個人施行は、建替事業の施行形態の一つとして問題となる。,個人施行は、宅建業法上の広告規制のことをいう。,個人施行は、管理費会計の処理方法をいう。,2,正解は2です。個人施行は、建替事業の施行形態の一つとして問題となります。
435,single,宅建業法,orig_set22;契約不適合責任特約;standard;single_choice,宅建業者が自ら売主となる場合の契約不適合責任特約に関する次の記述のうち、最も適切なものはどれか。,,,,,,宅建業者売主は、買主にどれだけ不利でも自由に全面免責特約を定められる。,この規制は、売主保護のためだけに存在する。,宅建業者が自ら売主となる場合には、買主保護のため不利な特約に制限がある。,この規制は、宅建業法と無関係である。,3,正解は3です。宅建業者が自ら売主となる場合には、買主保護のため不利な特約に制限があります。
436,single,建築・設備,orig_set22;消防設備;standard;case_based,マンションで消火器や非常ベルの点検が長期間行われていないことが分かった。この場合の消防設備に関する次の記述のうち、最も適切なものはどれか。,,,,,,消防設備は、見た目に異常がなければ点検不要である。,消防設備は、非常時に適切に作動するよう定期点検と維持管理が重要である。,消防設備は、非常時には使わないのが原則である。,消防設備の管理は、共用部分とは無関係である。,2,正解は2です。消防設備は、非常時に適切に作動するよう定期点検と維持管理が重要です。
437,count,標準管理委託契約書・指針,orig_set22;修繕履歴;standard;count,修繕履歴に関する次のアからエまでの記述のうち、適切なものはいくつあるか。,,,,,,一つ,二つ,三つ,四つ,2,正解は2です。アとウが適切です。修繕履歴は、将来の修繕計画や委託終了時の引継ぎに役立ちます。
438,single,標準管理規約,orig_set22;専有部分への立入り;standard;single_choice,専有部分への立入りに関する次の記述のうち、最も適切なものはどれか。,,,,,,理由がなくても、いつでも専有部分へ立ち入れる。,どのような事情があっても、専有部分への立入りは一切認められない。,共用部分の点検や必要な工事等のため、規約に沿って専有部分への立入りが問題となることがある。,専有部分への立入りは、管理員の私的興味のために認められる。,3,正解は3です。共用部分の点検や必要な工事のため、規約に沿って専有部分への立入りが問題となることがあります。
439,single,民法・借地借家法,orig_set22;保証債務;standard;case_based,AがBの借入債務について保証人となった。この場合の保証債務に関する次の記述のうち、最も適切なものはどれか。,,,,,,保証債務は、主たる債務と無関係に独立して必ず成立する。,保証人は、主たる債務の内容を全く考えず常に無制限責任を負う。,保証債務は、売買契約にだけ成立する。,保証債務は、主たる債務者が履行しない場合に備えて、その債務の履行を担保するための債務である。,4,正解は4です。保証債務は、主たる債務者が履行しない場合に備えて、その債務の履行を担保するための債務です。
440,combination,管理適正化法,orig_set22;再委託規制;standard;combination,再委託規制に関する次のアからエまでの記述のうち、適切なもののみの組合せはどれか。,,,,,,アとイ,イとエ,ウとエ,アとウ,4,正解は4です。アとウが適切です。重要な管理事務の全面的な丸投げには制約があり、管理組合保護の観点が重視されます。
441,single,会計・税務,orig_set23;修繕積立金会計;advanced;comparison_table,修繕積立金会計に関する次の記述のうち、最も適切なものはどれか。,,,,,,修繕積立金は、通常の清掃費や水道光熱費など日常的な管理費の支払のために常時取り崩すことを予定した資金である。,修繕積立金は、将来の計画修繕等に備えて積み立てる資金であり、日常的な管理費会計とは区別して把握することが重要である。,修繕積立金は、毎期末に余れば各区分所有者へ当然に分配しなければならない。,修繕積立金会計は、管理組合会計とは無関係であり、会計資料に示す必要はない。,2,正解は2です。修繕積立金は、将来の計画修繕等に備えて積み立てる資金であり、日常的な管理費会計とは区別して把握することが重要です。
